Date,Distric,Location,Latitude,Longitude,Rainfalls_mm,Relative_Humidity_Day,Relative_Humidity_Night,Temperature_Min,Temperature_Max,Average_Wind_Speed_km/h,Land Cover,Landform,Disaster Occurrence,Disaster Type,Severity,Nearest Shelter_km
8/26/2021,Rathnapura,Nivithigala,6.9826,80.6728,47,87,96,23.5,29.7,1.8,Forest,Plateau,No,No,No,10.1
2/20/2016,Rathnapura,Rathnapura,6.2829,80.7728,4.5,85,98,23.8,32.9,2.7,Forest,Valley,Yes,Flood,Medium,12.5
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
8/20/2016,Rathnapura,Pelmadulla,6.2829,80.7728,6.2,72,94,24.1,32.4,2.1,Forest,Plateau,No,No,No,8
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
8/14/2021,Rathnapura,Pelmadulla,6.2992,80.2627,2.1,78,81,24.2,29.2,2.7,Grassland,Valley,No,No,No,8
10/21/2021,Rathnapura,Kalawana,6.9826,80.6728,5.5,86,96,23,32.5,2.9,Forest,Plateau,No,No,No,12.5
7/7/2016,Rathnapura,Kalthota,6.6228,80.1178,0,65,86,24.1,33.6,2.7,Grassland,Mountain,No,No,No,9.5
3/7/2021,Rathnapura,Embilipitiya,6.2829,80.7728,0,77,97,21.5,33.6,2.7,Grassland,Valley,No,No,No,20.2
4/11/2016,Rathnapura,Kolonna,6.6828,80.3992,2.4,80,98,24.2,35,3.2,Forest,Valley,No,No,No,16.7
7/28/2016,Rathnapura,Opanayaka,6.6228,80.1178,7.6,76,97,23.6,31.6,3.1,Forest,Valley,No,No,No,11.5
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
6/6/2021,Rathnapura,Pelmadulla,6.2829,80.7728,3.9,85,85,23,29.6,2.9,Forest,Valley,No,No,No,11.2
8/12/2021,Rathnapura,Godakawela,6.9826,80.6728,61.7,93,94,24,27.1,1.9,Forest,Valley,No,No,No,11.2
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
3/23/2016,Rathnapura,Nivithigala,6.9826,80.6728,0,65,90,23.6,35.8,2.5,Forest,Valley,No,No,No,9.2
4/22/2016,Rathnapura,Balangoda,6.2992,80.2627,2.3,81,98,24.9,34,2.7,Forest,Mountain,No,No,No,8
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
9/2/2021,Rathnapura,Pelmadulla,6.9826,80.6728,2.6,88,94,23.6,28.5,1.6,Urban,Valley,No,No,No,8
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
7/20/2016,Rathnapura,Kahawaththa,6.9826,80.6728,0,73,89,24.5,31.6,1.6,Forest,Valley,No,No,No,11.2
7/28/2016,Rathnapura,Opanayaka,6.6228,80.1178,7.6,76,97,23.6,31.6,3.1,Forest,Valley,No,No,No,11.5
2/17/2016,Rathnapura,Kolonna,6.9826,80.6728,0,71,95,22.7,33.6,2.3,Urban,Valley,No,No,No,9.5
5/15/2016,Rathnapura,Godakawela,6.3993,80.6283,136,97,97,23.8,25.1,2.5,Forest,Valley,Yes,Landslide,Medium,16.7
5/21/2021,Rathnapura,Pelmadulla,6.6228,80.1178,20.3,92,97,22.9,30.9,2.1,Grassland,Valley,No,No,No,10.1
1/15/2021,Rathnapura,Nivithigala,6.6228,80.1178,0,85,71,22.6,30.3,2.3,Forest,Valley,No,No,No,9.5
4/9/2021,Rathnapura,Kolonna,6.6228,80.1178,0,70,92,22.8,34,1.8,Urban,Plateau,No,No,No,12.5
5/3/2016,Rathnapura,Opanayaka,6.7182,80.3129,26.3,80,99,23.8,35.4,1.8,Forest,Plateau,No,No,No,11.9
10/8/2021,Rathnapura,Godakawela,6.6228,80.1178,0.1,75,92,22.9,32.1,2.4,Forest,Mountain,No,No,No,8
3/26/2016,Rathnapura,Weligepola,6.2829,80.7728,0,66,89,23.7,35.5,1.5,Forest,Mountain,No,No,No,11.2
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
5/10/2021,Rathnapura,Godakawela,6.3993,80.6283,50.5,86,97,23.7,33.8,1.5,Urban,Plateau,Yes,Flood,High,8.9
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
4/12/2021,Rathnapura,Weligepola,6.3993,80.6283,4.4,73,96,23.5,33.8,1.4,Forest,Mountain,No,No,No,4.6
8/2/2021,Rathnapura,Balangoda,6.3993,80.6283,0.4,69,81,24.6,31.3,2.5,Forest,Plateau,No,No,No,11.2
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
4/7/2021,Rathnapura,Kolonna,6.7182,80.3129,23.6,73,96,22.6,35,2.5,Grassland,Mountain,No,No,No,10.1
9/8/2021,Rathnapura,Balangoda,6.7182,80.3129,23.5,84,97,23.4,30.9,2.3,Grassland,Valley,No,No,No,12.5
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
3/12/2021,Rathnapura,Kolonna,6.6228,80.1178,0,73,98,22.4,33.8,1.8,Forest,Valley,No,No,No,11.9
5/20/2021,Rathnapura,Pelmadulla,6.9826,80.6728,59.7,85,96,23.7,33.1,2.5,Urban,Valley,No,No,No,9.5
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
3/23/2016,Rathnapura,Nivithigala,6.9826,80.6728,0,65,90,23.6,35.8,2.5,Forest,Valley,No,No,No,9.2
3/21/2016,Rathnapura,Godakawela,6.6828,80.3992,0,73,94,24.3,33,1.3,Forest,Valley,No,No,No,7.4
3/25/2016,Rathnapura,Balangoda,6.2992,80.2627,0,63,96,23.7,36.2,1.8,Grassland,Valley,No,No,No,10.1
6/23/2021,Rathnapura,Kalawana,6.7182,80.3129,33.6,75,75,23.6,31.8,2.7,Forest,Valley,No,No,No,8.9
3/11/2016,Rathnapura,Pelmadulla,6.2992,80.2627,0,68,95,24.2,34.6,2.7,Urban,Mountain,No,No,No,16.7
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
6/16/2021,Rathnapura,Kalawana,6.7182,80.3129,0.9,71,71,24.2,31.8,3.1,Grassland,Valley,No,No,No,20.2
3/22/2016,Rathnapura,Godakawela,6.7182,80.3129,0,69,94,23.8,35.1,2.2,Urban,Valley,No,No,No,8.9
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
3/18/2021,Rathnapura,Godakawela,6.9826,80.6728,21.4,75,97,23.1,32.3,1.8,Urban,Mountain,No,No,No,11.2
10/18/2021,Rathnapura,Opanayaka,6.3993,80.6283,5.8,76,95,23.6,31.1,3.2,Grassland,Plateau,Yes,Flood,Medium,9.2
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
10/27/2021,Rathnapura,Opanayaka,6.7182,80.3129,5.1,83,96,22.7,31.1,1.6,Forest,Mountain,No,No,No,14.1
3/12/2021,Rathnapura,Kolonna,6.6228,80.1178,0,73,98,22.4,33.8,1.8,Forest,Valley,No,No,No,11.9
1/14/2021,Rathnapura,Pelmadulla,6.9826,80.6728,20.9,83,82,22.5,31.8,2.5,Grassland,Mountain,No,No,No,9.2
3/25/2016,Rathnapura,Balangoda,6.2992,80.2627,0,63,96,23.7,36.2,1.8,Grassland,Valley,No,No,No,10.1
3/7/2021,Rathnapura,Embilipitiya,6.2829,80.7728,0,77,97,21.5,33.6,2.7,Grassland,Valley,No,No,No,20.2
5/10/2016,Rathnapura,Godakawela,6.7182,80.3129,5.6,86,98,23.4,32.5,2.3,Forest,Mountain,No,No,No,12.5
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
6/28/2016,Rathnapura,Pelmadulla,6.7182,80.3129,1.5,83,91,24.5,30.4,1.6,Urban,Valley,No,No,No,20.2
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
6/12/2021,Rathnapura,Kahawaththa,6.2992,80.2627,10,78,78,23.5,32.1,1.6,Urban,Mountain,No,No,No,16.7
8/1/2021,Rathnapura,Kalawana,6.2829,80.7728,0.3,73,85,24.4,31.7,3.1,Urban,Plateau,No,No,No,10.1
6/29/2016,Rathnapura,Nivithigala,6.9826,80.6728,0.3,73,88,24.8,31.5,1.9,Urban,Valley,No,No,No,18.4
6/28/2016,Rathnapura,Pelmadulla,6.7182,80.3129,1.5,83,91,24.5,30.4,1.6,Urban,Valley,No,No,No,20.2
6/24/2016,Rathnapura,Elapatha,6.2992,80.2627,0,73,81,25.7,30.8,3.1,Forest,Mountain,No,No,No,11.2
5/27/2016,Rathnapura,Nivithigala,6.2992,80.2627,73.5,97,99,25.2,26.3,1.8,Forest,Plateau,No,No,No,8.9
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
4/6/2016,Rathnapura,Weligepola,6.9826,80.6728,66.5,76,99,23.6,35,1.6,Urban,Valley,No,No,No,12.5
10/16/2021,Rathnapura,Ayagama,6.2992,80.2627,16.2,80,95,24.4,29.2,2.1,Grassland,Plateau,Yes,Flood,Medium,7.4
5/10/2016,Rathnapura,Godakawela,6.7182,80.3129,5.6,86,98,23.4,32.5,2.3,Forest,Mountain,No,No,No,12.5
7/17/2021,Rathnapura,Weligepola,6.2992,80.2627,2.2,79,92,24.3,31.8,2.7,Urban,Mountain,No,No,No,7.4
8/17/2016,Rathnapura,Pelmadulla,6.9826,80.6728,2.9,71,84,25.2,30.8,1.9,Forest,Plateau,No,No,No,8.9
3/13/2016,Rathnapura,Kalawana,6.3993,80.6283,1.9,69,96,24.4,35.5,2.7,Urban,Mountain,No,No,No,8
2/20/2016,Rathnapura,Rathnapura,6.2829,80.7728,4.5,85,98,23.8,32.9,2.7,Forest,Valley,Yes,Flood,Medium,12.5
6/29/2021,Rathnapura,Godakawela,6.6828,80.3992,0.4,73,73,23,32.9,3.2,Urban,Mountain,No,No,No,8
6/17/2021,Rathnapura,Balangoda,6.9826,80.6728,0,71,71,24.5,32.2,2.5,Grassland,Mountain,No,No,No,18.4
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
5/12/2016,Rathnapura,Godakawela,6.6228,80.1178,23.8,90,99,23.7,31.3,1.6,Forest,Mountain,No,No,No,8.9
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
7/29/2021,Rathnapura,Opanayaka,6.9826,80.6728,0,76,87,23,31.6,1.8,Urban,Plateau,No,No,No,8.9
4/25/2021,Rathnapura,Opanayaka,6.2829,80.7728,0,73,96,23.4,34.2,1.8,Grassland,Mountain,No,No,No,14.1
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
5/25/2016,Rathnapura,Pelmadulla,6.9826,80.6728,17.5,88,96,24.8,31.3,1.8,Forest,Plateau,No,No,No,12.5
5/9/2021,Rathnapura,Godakawela,6.2829,80.7728,25.2,77,98,23,34.4,1.8,Forest,Valley,Yes,Flood,High,8
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
8/6/2021,Rathnapura,Opanayaka,6.6228,80.1178,16.9,79,93,24.1,30.1,2.7,Urban,Mountain,No,No,No,4.6
6/23/2016,Rathnapura,Rathnapura,6.6228,80.1178,0,68,81,25.7,30.6,2.7,Grassland,Valley,No,No,No,10.8
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
2/23/2021,Rathnapura,Rathnapura,6.6828,80.3992,0.4,72,98,21.9,34,3.3,Grassland,Valley,No,No,No,14.1
2/24/2016,Rathnapura,Opanayaka,6.9826,80.6728,5.9,64,96,20.9,35.4,1.8,Forest,Mountain,No,No,No,18.4
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
1/20/2021,Rathnapura,Opanayaka,6.7182,80.3129,0.8,69,71,23.3,33.8,2.5,Grassland,Valley,No,No,No,8.9
6/26/2016,Rathnapura,Imbulpe,6.3993,80.6283,0,73,84,25.6,31.3,2.3,Urban,Valley,No,No,No,8
7/14/2016,Rathnapura,Pelmadulla,6.6228,80.1178,1.1,79,91,23.4,30.3,3.1,Grassland,Mountain,No,No,No,11.9
1/30/2021,Rathnapura,Godakawela,6.2992,80.2627,2.3,81,70,23,33.7,1.8,Forest,Mountain,No,No,No,14.1
5/24/2016,Rathnapura,Pelmadulla,6.7182,80.3129,15.6,82,97,25.3,31.1,2.3,Forest,Plateau,No,No,No,11.2
7/18/2021,Rathnapura,Godakawela,6.2829,80.7728,0.4,81,89,24.6,29.6,3.1,Forest,Mountain,No,No,No,8.9
4/1/2021,Rathnapura,Pelmadulla,6.9826,80.6728,0,70,93,24.6,33.4,1.8,Forest,Plateau,No,No,No,12.5
8/20/2021,Rathnapura,Godakawela,6.6228,80.1178,0.1,72,93,22.7,32.7,1.9,Urban,Valley,No,No,No,12.5
10/16/2021,Rathnapura,Ayagama,6.2992,80.2627,16.2,80,95,24.4,29.2,2.1,Grassland,Plateau,Yes,Flood,Medium,7.4
5/31/2016,Rathnapura,Godakawela,6.7182,80.3129,15.6,89,97,23.7,29.6,2.5,Grassland,Plateau,No,No,No,14.1
4/10/2016,Rathnapura,Embilipitiya,6.3993,80.6283,7.7,77,98,24.2,34.2,3.3,Forest,Mountain,No,No,No,18.4
5/2/2016,Rathnapura,Godakawela,6.6828,80.3992,15.9,88,98,23.8,34,2.3,Forest,Plateau,No,No,No,12.5
3/13/2021,Rathnapura,Kolonna,6.2992,80.2627,12.9,74,97,23.3,33.9,1.6,Urban,Mountain,No,No,No,7.4
7/31/2016,Rathnapura,Kalawana,6.3993,80.6283,1.3,79,90,22.8,30.4,2.5,Grassland,Mountain,No,No,No,12.5
7/24/2016,Rathnapura,Kalawana,6.3993,80.6283,13.4,87,97,23.9,29.4,2.3,Grassland,Mountain,No,No,No,4.6
5/18/2021,Rathnapura,Godakawela,6.6828,80.3992,0,75,94,23.7,33.6,1.5,Urban,Mountain,No,No,No,8.9
1/31/2021,Rathnapura,Godakawela,6.2829,80.7728,20.7,85,83,22.3,33.1,1.5,Forest,Valley,No,No,No,12.5
8/12/2021,Rathnapura,Godakawela,6.9826,80.6728,61.7,93,94,24,27.1,1.9,Forest,Valley,No,No,No,11.2
1/3/2021,Rathnapura,Ayagama,6.2829,80.7728,0.7,83,94,23.6,30.8,1.6,Forest,Plateau,No,No,No,12.5
1/17/2021,Rathnapura,Balangoda,6.2829,80.7728,0,83,78,22.5,31.2,1.6,Forest,Mountain,No,No,No,11.2
10/18/2021,Rathnapura,Opanayaka,6.3993,80.6283,5.8,76,95,23.6,31.1,3.2,Grassland,Plateau,Yes,Flood,Medium,9.2
4/6/2021,Rathnapura,Kolonna,6.6828,80.3992,4.6,68,95,24.3,35.3,3.1,Grassland,Mountain,No,No,No,9.5
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
2/8/2016,Rathnapura,Opanayaka,6.6828,80.3992,5,75,99,23.7,33.8,2.5,Forest,Plateau,No,No,No,20.2
5/7/2021,Rathnapura,Godakawela,6.6228,80.1178,33.5,83,96,23.3,32.2,2.5,Urban,Plateau,No,No,No,11.2
3/6/2021,Rathnapura,Kahawaththa,6.2992,80.2627,61.1,77,98,22.8,35.6,1.9,Grassland,Mountain,No,No,No,8.9
5/4/2021,Rathnapura,Kolonna,6.6828,80.3992,45.1,80,97,21.7,33.5,3.1,Urban,Plateau,No,No,No,12.5
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
8/10/2021,Rathnapura,Balangoda,6.6828,80.3992,1.1,77,91,23.4,30.9,1.6,Forest,Plateau,No,No,No,11.5
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
2/20/2016,Rathnapura,Rathnapura,6.2829,80.7728,4.5,85,98,23.8,32.9,2.7,Forest,Valley,Yes,Flood,Medium,12.5
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
4/6/2016,Rathnapura,Weligepola,6.9826,80.6728,66.5,76,99,23.6,35,1.6,Urban,Valley,No,No,No,12.5
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
6/11/2021,Rathnapura,Godakawela,6.6228,80.1178,0,69,69,23.8,32.1,1.8,Forest,Valley,No,No,No,18.4
8/24/2016,Rathnapura,Weligepola,6.9826,80.6728,3.1,73,91,23.4,31.8,1.5,Grassland,Mountain,No,No,No,16.7
5/23/2021,Rathnapura,Kalawana,6.2829,80.7728,50.7,96,96,25,29,2.3,Grassland,Valley,No,No,No,12.5
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
7/14/2021,Rathnapura,Nivithigala,6.7182,80.3129,4.4,69,91,24.6,31.7,2.3,Forest,Plateau,No,No,No,14.1
10/31/2021,Rathnapura,Balangoda,6.2829,80.7728,63.1,79,96,23.1,32.1,3.1,Grassland,Valley,No,No,No,14.8
10/22/2021,Rathnapura,Balangoda,6.6228,80.1178,4.3,79,96,23.8,32.1,2.7,Urban,Plateau,No,No,No,8
8/9/2016,Rathnapura,Godakawela,6.7182,80.3129,5.8,70,88,25,31.6,1.9,Forest,Plateau,No,No,No,7.4
2/29/2016,Rathnapura,Weligepola,6.6828,80.3992,0.8,66,98,24,35.6,3.1,Forest,Mountain,No,No,No,7.4
7/3/2021,Rathnapura,Nivithigala,6.2992,80.2627,8.2,85,97,22.8,31.3,2.7,Forest,Plateau,No,No,No,10.5
7/30/2016,Rathnapura,Nivithigala,6.2829,80.7728,24.6,85,96,22.7,29.2,3.1,Grassland,Valley,No,No,No,11.2
6/18/2021,Rathnapura,Weligepola,6.6228,80.1178,0.4,69,69,24.6,32.6,2.3,Forest,Valley,No,No,No,16.7
2/19/2016,Rathnapura,Kiriella,6.2992,80.2627,2.7,75,98,23,34.6,1.6,Forest,Mountain,No,No,No,11.2
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
2/15/2016,Rathnapura,Kahawaththa,6.6828,80.3992,3.1,81,98,23.5,31.8,3.1,Grassland,Plateau,No,No,No,8.9
6/28/2016,Rathnapura,Pelmadulla,6.7182,80.3129,1.5,83,91,24.5,30.4,1.6,Urban,Valley,No,No,No,20.2
2/20/2016,Rathnapura,Rathnapura,6.2829,80.7728,4.5,85,98,23.8,32.9,2.7,Forest,Valley,Yes,Flood,Medium,12.5
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
5/21/2021,Rathnapura,Pelmadulla,6.6228,80.1178,20.3,92,97,22.9,30.9,2.1,Grassland,Valley,No,No,No,10.1
4/25/2016,Rathnapura,Kahawaththa,6.6828,80.3992,0,67,95,24.9,35,2.5,Grassland,Valley,No,No,No,12.5
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
9/1/2021,Rathnapura,Pelmadulla,6.7182,80.3129,15.4,78,95,23.3,31.8,1.8,Urban,Valley,No,No,No,12.5
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
9/1/2021,Rathnapura,Pelmadulla,6.7182,80.3129,15.4,78,95,23.3,31.8,1.8,Urban,Valley,No,No,No,12.5
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
4/1/2016,Rathnapura,Pelmadulla,6.2992,80.2627,26.7,71,97,23.2,35,2.4,Grassland,Valley,No,No,No,10.5
5/16/2021,Rathnapura,Balangoda,6.2829,80.7728,0,71,94,24.7,33.5,1.9,Grassland,Mountain,No,No,No,11.9
9/19/2021,Rathnapura,Imbulpe,6.2829,80.7728,0,75,94,23.5,32.7,2.7,Grassland,Valley,Yes,LandSlide,Medium,20.2
1/23/2021,Rathnapura,Kalawana,6.2992,80.2627,0,72,69,23.4,33.4,1.6,Forest,Mountain,No,No,No,16.7
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
6/12/2021,Rathnapura,Kahawaththa,6.2992,80.2627,10,78,78,23.5,32.1,1.6,Urban,Mountain,No,No,No,16.7
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
3/29/2021,Rathnapura,Opanayaka,6.3993,80.6283,20.6,74,98,21.7,33.6,3.1,Forest,Plateau,No,No,No,18.4
5/10/2016,Rathnapura,Godakawela,6.7182,80.3129,5.6,86,98,23.4,32.5,2.3,Forest,Mountain,No,No,No,12.5
7/18/2016,Rathnapura,Weligepola,6.6828,80.3992,0.1,75,89,23,31.6,2.3,Grassland,Valley,No,No,No,9.5
4/2/2016,Rathnapura,Pelmadulla,6.2829,80.7728,1.9,75,97,23,35.1,3,Grassland,Mountain,No,No,No,6
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
9/17/2021,Rathnapura,Elapatha,6.6228,80.1178,24.8,88,97,24.1,30.4,2.7,Forest,Valley,Yes,Flood,High,8
8/5/2021,Rathnapura,Kahawaththa,6.9826,80.6728,32.3,85,92,24.4,29.7,1.6,Forest,Plateau,No,No,No,8.9
5/15/2021,Rathnapura,Kalawana,6.2992,80.2627,0,78,91,23.3,31,2.5,Urban,Plateau,No,No,No,12.5
7/19/2021,Rathnapura,Godakawela,6.3993,80.6283,0,69,84,24.6,32,2.5,Urban,Mountain,No,No,No,9.2
2/3/2016,Rathnapura,Kiriella,6.9826,80.6728,0,62,90,20.2,33.9,1.6,Grassland,Plateau,No,No,No,10.8
7/20/2016,Rathnapura,Kahawaththa,6.9826,80.6728,0,73,89,24.5,31.6,1.6,Forest,Valley,No,No,No,11.2
9/17/2021,Rathnapura,Elapatha,6.6228,80.1178,24.8,88,97,24.1,30.4,2.7,Forest,Valley,Yes,Flood,High,8
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
6/27/2016,Rathnapura,Opanayaka,6.6828,80.3992,11.6,75,91,25.5,31.3,1.8,Urban,Valley,No,No,No,8.9
5/7/2016,Rathnapura,Balangoda,6.2829,80.7728,40.7,84,99,23.4,32.1,2.7,Urban,Plateau,Yes,LandSlide,High,9.5
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
7/18/2021,Rathnapura,Godakawela,6.2829,80.7728,0.4,81,89,24.6,29.6,3.1,Forest,Mountain,No,No,No,8.9
4/15/2021,Rathnapura,Godakawela,6.9826,80.6728,13,83,97,23.1,33.3,2.5,Grassland,Plateau,No,No,No,6
1/26/2021,Rathnapura,Godakawela,6.6828,80.3992,0,68,69,22.1,32.1,2.7,Urban,Valley,No,No,No,8.9
5/10/2021,Rathnapura,Godakawela,6.3993,80.6283,50.5,86,97,23.7,33.8,1.5,Urban,Plateau,Yes,Flood,High,8.9
5/31/2016,Rathnapura,Godakawela,6.7182,80.3129,15.6,89,97,23.7,29.6,2.5,Grassland,Plateau,No,No,No,14.1
7/10/2021,Rathnapura,Pelmadulla,6.2992,80.2627,6.1,80,88,22.9,28.5,2.7,Grassland,Plateau,No,No,No,8.9
